Nível de Utilização [%];Potência instalada [kVA];Coordenadas Geográficas
0%-19%;400;38.5066506567025, -9.15505493331682
0%-19%;400;38.5405655632008, -8.84237540363948
80%-99%;630;41.1591589284299, -7.78520266659363
20%-39%;160;41.6754724405148, -8.71223818948732
40%-59%;50;40.9755385135616, -7.35401070772107
0%-19%;100;41.1083122736936, -7.95224913028636
0%-19%;630;40.9113431541826, -8.43546869201186
20%-39%;400;40.6864281961855, -8.47101505293833
40%-59%;100;41.5023622511009, -7.90405305670921
20%-39%;50;41.5629125849465, -7.96718882445462
20%-39%;250;40.3937152974561, -7.97621463837054
20%-39%;100;38.7011445899242, -7.91780744160444
20%-39%;250;40.5304026578528, -7.26482999279234
20%-39%;50;40.3028898163602, -7.71885406038659
60%-79%;1000;38.7450329071938, -9.17825360605357
20%-39%;2000;38.7317732823246, -9.14582338920931
60%-79%;400;38.9707294183606, -9.37034957147379
40%-59%;160;38.7451824784123, -9.18945053293837
0%-19%;630;39.1383716902452, -9.3751747535885
20%-39%;630;38.9005711009889, -9.03713914431886
20%-39%;630;38.7879277275801, -9.18817815928622
60%-79%;100;41.1564686456499, -8.08778899444989
20%-39%;400;41.3333326177233, -8.15322979420737
0%-19%;630;41.1595587889417, -8.04719597400166
60%-79%;100;41.3792949338014, -8.20629615138607
0%-19%;50;37.6797804444465, -8.37008682319709
0%-19%;160;37.7073157421925, -8.10052409799935
60%-79%;250;41.497474776854, -8.43594433255322
20%-39%;100;37.4401946248922, -7.91955651043541
0%-19%;250;39.8430795191229, -7.24751649838901
20%-39%;50;40.3648423851662, -7.4788664631601
20%-39%;250;40.1778473908636, -8.39559128544394
20%-39%;50;39.9199695221683, -8.07931792775848
20%-39%;50;40.1576696915677, -7.4598634066867
20%-39%;100;40.3812560098143, -7.37715016771454
40%-59%;400;37.0300763136174, -7.9480058570285
40%-59%;250;37.1117377817827, -7.96948902505396
60%-79%;100;37.2101552064866, -8.10097248006319
0%-19%;630;37.0258925105485, -7.97338795378399
20%-39%;50;37.3034631276953, -8.02381975552311
20%-39%;250;38.7481975814587, -8.94953811577096
20%-39%;400;38.6672709774113, -9.19428798877679
40%-59%;945;41.6820812031188, -8.81920401937515
40%-59%;50;41.1826787139904, -7.75831409505631
40%-59%;100;41.1318928239543, -7.68935755227715
60%-79%;160;41.1245247774476, -7.79232572218639
0%-19%;630;40.6256908651602, -8.64575831710487
20%-39%;400;40.8819559789759, -8.53591898152733
20%-39%;250;41.2621018806717, -6.82214233103493
0%-19%;100;38.8686740917104, -7.63095142474555
20%-39%;250;40.9706486379185, -7.26229199525563
20%-39%;160;40.5876944952101, -7.28703642852749
40%-59%;100;39.8975531142375, -8.57060764161635
40%-59%;250;38.9349851702302, -9.20261698061682
20%-39%;100;38.7375163475785, -9.14812121872732
40%-59%;630;38.7447428875393, -9.13477291922877
20%-39%;1260;38.7175890246823, -9.26379446172416
0%-19%;250;38.7421454390384, -9.14271417234685
40%-59%;630;38.7026746777454, -9.202136478104
0%-19%;160;38.7051262145667, -9.18420969186098
60%-79%;50;39.2898503727243, -9.31147860893775
0%-19%;100;39.2558235984033, -7.92732988620185
40%-59%;630;38.8746328597952, -7.17235721646469
60%-79%;250;41.2745559126171, -8.09725987487062
+100%;160;41.25257776202, -8.03724791524927
20%-39%;50;39.2986909673998, -7.28009314864233
0%-19%;250;38.0147764431854, -7.85339409721953
40%-59%;50;37.4409412831958, -8.65189949154251
40%-59%;630;38.0116811564684, -7.86813321511572
0%-19%;250;37.1350137937503, -8.58701757239489
20%-39%;630;37.1268819112592, -8.53897914218038
0%-19%;250;41.2710647984403, -8.66689315452244
20%-39%;100;39.5055907375093, -8.04442926946474
80%-99%;160;39.1518710755598, -8.61482722817093
20%-39%;400;38.5302766576483, -8.88791790761437
20%-39%;400;38.5316856722186, -8.8869078523973
20%-39%;100;39.571786083996, -8.52105668479269
80%-99%;100;38.6444868837231, -9.02746610298411
40%-59%;50;41.4621581801744, -7.51709947462414
60%-79%;250;41.6529744749182, -8.58810198627661
60%-79%;100;40.7115077758169, -7.10263498032011
40%-59%;100;40.6054122789011, -7.98452579159865
40%-59%;160;40.6815731463336, -8.62169557005486
20%-39%;160;40.618492919125, -8.59890884309511
60%-79%;200;40.6532181617582, -8.61415027561975
20%-39%;250;41.4146706864133, -8.50806902715612
20%-39%;160;41.5662804254414, -8.49788072382551
40%-59%;100;41.6179286612129, -8.1179323242154
40%-59%;400;41.411996843811, -8.51416265777765
80%-99%;160;41.4648725342123, -8.17322318966898
40%-59%;250;41.4209076197655, -8.43201671828874
40%-59%;630;40.1495281418123, -8.84987099627762
+100%;100;40.4399485044732, -7.27527438155022
40%-59%;100;39.8311112210968, -8.66509197655116
40%-59%;160;38.9770704394107, -9.41271229056646
40%-59%;630;38.7419490380367, -9.21813018850941
40%-59%;50;39.5473492619336, -7.92325459241346
40%-59%;100;39.2655792555715, -7.29377801220614
40%-59%;160;39.0757755058806, -9.37909204295531
20%-39%;630;41.1576978386514, -8.62689821183068
0%-19%;500;41.6297129248812, -8.36077714658485
60%-79%;160;37.9857329690352, -7.91446589657036
20%-39%;160;40.5466744674994, -8.67027353179321
+100%;160;41.5744804215561, -8.6505934201376
60%-79%;50;39.7586655386694, -7.77908562873564
40%-59%;100;39.7361877611628, -7.58518655572753
0%-19%;1260;37.1089747819089, -8.67708558013127
0%-19%;160;37.1819808461755, -8.26976087571549
0%-19%;160;37.1664763753692, -7.61904682373139
20%-39%;160;37.1609839828719, -7.94503852325326
20%-39%;250;41.3080201212861, -8.70119773309167
20%-39%;100;39.6228172193971, -8.27510652974769
0%-19%;630;39.2248652502077, -8.69318105038812
40%-59%;160;39.1249676488461, -8.6520203182415
60%-79%;400;38.5967397520861, -8.93034772281399
+100%;50;38.5394168585232, -8.82077781154371
0%-19%;160;39.6374285631063, -8.65911161398165
0%-19%;250;38.7035850337808, -8.73800762609531
40%-59%;400;38.6680165506102, -9.16419684761489
80%-99%;100;42.0159330835715, -8.4887785289921
0%-19%;100;41.9389124026814, -8.57975591365429
40%-59%;160;42.0579824633283, -8.45523385952343
20%-39%;400;41.1633653143963, -7.80219801772603
20%-39%;100;40.7058553485158, -7.7390670965139
40%-59%;250;41.1195583617484, -7.72838385653834
40%-59%;630;40.9587471943052, -8.5617856169966
60%-79%;50;40.7059627111216, -8.33410030208338
20%-39%;250;41.5265779797745, -7.16929085277133
40%-59%;160;41.4907538263248, -8.52038136561855
40%-59%;400;41.4068408591313, -8.52623289393568
20%-39%;50;41.5172378960169, -6.29644727545174
40%-59%;250;40.1332208372403, -8.24291246913107
80%-99%;250;40.111066759083, -8.6369434444539
20%-39%;100;40.598084877963, -7.06637270689116
20%-39%;50;40.6771234080265, -7.34393408972556
0%-19%;400;39.7407626532163, -8.80913308829559
20%-39%;500;38.8149116335919, -9.16354872634565
+100%;100;38.8067951439333, -9.47292153892559
20%-39%;1890;38.7040580502488, -9.23792256953621
20%-39%;630;38.7270513094448, -9.14485848581753
+100%;400;38.7482302389639, -9.29126835343679
20%-39%;400;39.4212387585835, -7.49486898470887
20%-39%;250;41.200284867952, -8.41044416191297
0%-19%;100;41.2425456536738, -8.00168340727351
20%-39%;630;41.174152394944, -8.68642429403263
0%-19%;100;39.8304059830011, -7.55701877011089
20%-39%;50;40.1337333941564, -7.15524503292199
0%-19%;630;37.146149861767, -8.56156309573282
20%-39%;100;37.1458735799598, -7.62770816293185
20%-39%;250;37.1031931613614, -8.4126128685822
0%-19%;50;37.3760885591217, -8.71392070741481
60%-79%;400;37.0338624640651, -7.84410712586857
20%-39%;630;41.1643559396658, -8.65517158085002
60%-79%;400;41.3514863726467, -8.75086548225605
60%-79%;160;41.380739318195, -8.70599591167024
0%-19%;400;39.348519489467, -8.14112331089858
60%-79%;250;39.2387320089706, -8.67287924703887
60%-79%;100;38.9616610184541, -8.60093891236516
20%-39%;50;39.5354453389569, -8.30560680372412
40%-59%;200;39.6578291250074, -8.56849269192469
60%-79%;400;38.5321568637325, -8.99004898271962
0%-19%;630;38.6412257406384, -9.09332838690409
40%-59%;100;41.741323981004, -8.73510261453538
40%-59%;250;41.7055810595469, -8.81520882839396
80%-99%;100;41.631049489104, -8.79949526345512
20%-39%;100;41.8160656761258, -8.30811195204854
60%-79%;100;41.9467207154122, -8.25074268898592
40%-59%;250;41.1688376306922, -7.80136821058953
20%-39%;250;41.0582295217786, -7.59224848812698
0%-19%;630;40.6568303018411, -7.91104300405859
20%-39%;250;40.5454840661953, -8.07595968186005
20%-39%;400;41.0938573903526, -7.80363268979952
20%-39%;630;40.8875030623354, -8.49620222855841
20%-39%;630;41.4439110037129, -8.28175080529415
40%-59%;630;38.5712114187451, -7.90442584745177
40%-59%;630;39.4353984434865, -9.21368585154278
20%-39%;50;40.3402301575727, -7.10503629167258
20%-39%;160;39.1310663260846, -8.89468107503944
40%-59%;250;39.1304293385275, -9.03546197456065
0%-19%;160;38.7523929584514, -9.3663599045831
0%-19%;250;38.8257814618316, -9.40555087257295
20%-39%;50;39.1226791438092, -7.29452470080741
60%-79%;250;41.2197134523677, -8.32570918221349
20%-39%;250;41.3855177997756, -8.18152055767648
80%-99%;100;40.4757414258913, -8.68337598148904
80%-99%;160;41.4929657794256, -8.42107442729729
40%-59%;50;40.3843260174729, -7.35524603478563
20%-39%;160;37.2096438724348, -8.50983112675612
60%-79%;400;37.1295734145306, -8.59635916880399
20%-39%;100;37.1163167833652, -8.4621721863589
40%-59%;50;38.7310908086162, -7.3913119805057
20%-39%;400;41.1236168076766, -8.62232794670979
40%-59%;1260;41.1431325453569, -8.61479357209953
40%-59%;630;39.1633013129985, -8.78588714157068
40%-59%;100;38.9934918849233, -8.50461373868289
20%-39%;160;39.5295756620398, -7.9973334706549
0%-19%;250;39.3995638582567, -8.3825856533667
60%-79%;400;38.550683422982, -9.04515306567414
20%-39%;250;38.6595773159701, -9.16556016696423
20%-39%;100;41.3328911554931, -7.60673101543761
20%-39%;250;41.6051329713934, -7.32517972511758
20%-39%;250;40.9194250493941, -8.54349465396685
60%-79%;100;40.5233489083835, -8.51423293331508
20%-39%;160;41.5784117143305, -8.15861585348074
20%-39%;250;41.5261579740947, -8.44275252611168
+100%;100;41.6617710889264, -8.5245533999017
80%-99%;50;41.4195564452314, -8.39793372982948
40%-59%;100;41.443583353502, -8.37415766291069
60%-79%;630;38.546231931987, -7.89945516468694
40%-59%;400;40.1285660865792, -8.85645190434214
20%-39%;250;40.2419460992645, -8.5139053872666
40%-59%;400;38.8073382615971, -7.45610762407733
60%-79%;100;40.0737177150044, -8.30793546767603
0%-19%;50;40.6428480631037, -7.50803896542786
40%-59%;250;39.4948350562161, -9.08012034235744
20%-39%;1890;39.4009703658242, -9.13635545437032
80%-99%;100;39.2232287555004, -8.89097244329914
60%-79%;250;39.8087277587887, -8.73430835765678
0%-19%;250;39.4172522582661, -7.71674918103269
60%-79%;100;38.9605920065278, -9.03199085957828
40%-59%;630;41.186779078258, -8.64062544185869
0%-19%;1030;41.1998595905153, -8.71075872933007
80%-99%;160;41.3246224587659, -8.37356970247907
0%-19%;800;41.2363918425598, -8.61923309270353
80%-99%;100;41.4904452108559, -8.60566469382175
20%-39%;400;41.5384131910708, -8.61659731463076
20%-39%;630;40.2039827765131, -8.39805410751041
20%-39%;100;40.2487748453531, -7.62662224910234
40%-59%;250;37.0940453281217, -8.67039418302692
20%-39%;630;37.1210189969573, -8.55977051624189
20%-39%;160;37.2353798205943, -8.33800836650772
80%-99%;160;41.2432292822768, -8.5187383917617
20%-39%;630;41.08082059603, -8.5925227961914
40%-59%;400;38.6190480606624, -9.11592100389481
40%-59%;250;39.4701239497762, -8.52393850250856
60%-79%;400;38.6580447378861, -9.06751084177701
80%-99%;160;41.6707918126065, -8.76318329274354
60%-79%;630;41.2112246086473, -7.78891949143639
40%-59%;250;40.7244682527177, -8.12555594238848
20%-39%;250;41.0797598589196, -8.20529214175659
40%-59%;160;41.0068341793259, -8.55254115745845
40%-59%;160;40.9066746060454, -8.4885437666804
40%-59%;250;40.4909084891526, -8.59506320405671
0%-19%;630;40.9711514210988, -8.61843241823407
60%-79%;250;40.5769021033765, -8.41813615455883
60%-79%;400;40.9883941160824, -8.54912240735585
40%-59%;250;40.7130144697262, -8.48145124303819
40%-59%;100;41.0324531266798, -6.95647999684694
80%-99%;160;41.512086080266, -8.78024289397152
20%-39%;160;38.4947366484341, -7.9776364539824
0%-19%;630;39.4111573675116, -9.13683466488034
40%-59%;400;39.5535939771559, -8.97351498939456
+100%;50;39.3062177739735, -9.11307044530257
20%-39%;160;39.9331985405325, -8.50053178262133
0%-19%;630;39.4150300323314, -9.24454030067237
60%-79%;630;38.8673746026151, -9.42722460475427
0%-19%;1260;38.713077430736, -9.21469468593278
40%-59%;630;38.7132988581152, -9.23159870993535
20%-39%;100;38.8323391992606, -9.41058287185533
40%-59%;250;39.1212548814725, -9.15640037925432
40%-59%;160;41.260182715327, -8.35777553386687
40%-59%;100;41.5024195206068, -8.52484354566791
0%-19%;630;41.5583224882965, -8.42951592329499
0%-19%;100;40.185492803195, -7.43365010106502
80%-99%;100;40.1335357793439, -7.53471577278705
20%-39%;100;39.8209334618231, -7.54651772281277
20%-39%;50;40.3475785940653, -7.31671942162357
20%-39%;630;39.8169374772298, -7.5086463926559
60%-79%;400;39.9210210071965, -7.23691137178433
40%-59%;250;37.1409279666744, -8.26758310256304
0%-19%;630;37.1282015051644, -8.54275099495635
20%-39%;1260;41.1370598634625, -8.61812039213561
80%-99%;630;41.4522306776123, -8.72252646794713
0%-19%;400;41.0651094031134, -8.49376892813131
0%-19%;630;41.1633171648417, -8.6470573354324
0%-19%;400;41.1797447577575, -8.59452838531366
20%-39%;160;39.3667951450199, -8.47272424596532
20%-39%;100;39.7227648434199, -8.04931566750092
40%-59%;400;39.4154587982991, -8.82044686559617
80%-99%;50;39.6854814032845, -8.33305629598434
0%-19%;100;39.3300468507926, -8.33048192446659
40%-59%;100;39.6098965347069, -8.58479757714305
20%-39%;630;38.6513626503055, -9.19231488346965
40%-59%;630;38.5340633847857, -8.89571198580748
40%-59%;630;38.5294692427953, -8.88726732849295
20%-39%;250;38.5867085724, -8.92310434440551
60%-79%;250;38.6622790168261, -9.08043949078497
20%-39%;160;41.7475722058582, -8.52733951747528
0%-19%;50;38.5545145548436, -7.7501609494527
0%-19%;400;40.8691813905322, -8.47815793520032
60%-79%;250;40.6330995189125, -8.72491402001803
20%-39%;50;41.6510673166971, -6.83077127175946
20%-39%;160;41.6451106465741, -8.20361343477427
60%-79%;160;41.6409739131335, -8.50808437506757
40%-59%;100;40.264792256554, -8.46189227157205
80%-99%;100;40.1884959366891, -8.68363992105746
40%-59%;100;39.5262360517549, -9.05382663784855
0%-19%;50;40.5606162001413, -7.3006583146038
20%-39%;400;39.7305509467334, -8.80483038689654
20%-39%;630;38.7360597877259, -9.16603204338076
40%-59%;630;38.7922152770621, -9.10436545248239
0%-19%;500;38.7237377570952, -9.15913522658194
20%-39%;160;39.21921170684, -9.32514625347285
40%-59%;630;38.7339377858944, -9.21492825944066
40%-59%;630;41.2050860758068, -8.2847912879786
20%-39%;630;41.2279133246153, -8.62101681855282
0%-19%;160;41.3488438492037, -8.25653436595225
40%-59%;250;38.1601828959707, -7.72033713944888
20%-39%;250;41.525713478025, -8.60626183443483
60%-79%;50;39.7483226904119, -7.83221847077038
20%-39%;630;40.2723250143091, -7.49703587003717
60%-79%;100;40.179270136527, -8.37238247856036
20%-39%;630;39.823835757123, -7.49384271205696
40%-59%;160;40.0528723639492, -7.44229496496789
80%-99%;400;37.0888799980926, -8.31986740262199
60%-79%;630;41.0291245743053, -8.58981823522106
40%-59%;400;41.1017233585266, -8.65847190688424
20%-39%;630;41.3186403483715, -8.42229265233487
40%-59%;630;41.1510975517774, -8.58632566941935
20%-39%;630;41.0365719321397, -8.60342587651957
20%-39%;400;41.1577445095341, -8.61978920344872
40%-59%;160;39.32503347533, -8.1648614012343
0%-19%;100;39.6640619749211, -8.02128634522388
40%-59%;400;38.6543705164812, -9.23443014448469
60%-79%;250;38.5419609490067, -8.81063898736733
20%-39%;400;38.6508453537558, -9.17173563850741
20%-39%;400;39.6495166284888, -8.58277551499061
20%-39%;100;41.7868955419818, -7.89142324162953
20%-39%;80;41.8368372263149, -8.69719420973945
20%-39%;100;41.999668267978, -8.29338123001432
20%-39%;250;40.6361020729335, -8.54399735936449
20%-39%;250;40.5237488863526, -8.59819237472345
40%-59%;250;40.5990294278319, -8.67843577686168
20%-39%;250;41.5086642388219, -8.43810946711251
20%-39%;250;41.4450632258356, -8.16664249336564
20%-39%;100;40.3228868122801, -8.36347286032704
20%-39%;50;38.5774493182929, -8.34487610599169
60%-79%;50;40.1742743616435, -8.08459548566618
40%-59%;100;38.6643835613265, -8.24432351046581
20%-39%;50;39.3058321621238, -9.09571638012278
40%-59%;100;39.8887645558724, -8.51822669402365
40%-59%;250;39.8021810949826, -8.88051886951516
60%-79%;250;39.3014619251676, -9.23920173881899
80%-99%;160;38.9204605144244, -9.19133300823271
20%-39%;500;38.8912012606934, -9.04081885327488
20%-39%;400;38.8144414355385, -9.25713385185137
40%-59%;250;38.7546135799896, -9.39686395483212
20%-39%;630;38.7862193440597, -9.19134821231329
+100%;315;41.2674086836465, -8.40519770583607
40%-59%;100;41.2336190084611, -8.10444542595845
40%-59%;250;40.5711766176709, -8.5732838075021
60%-79%;100;40.4413395235572, -8.39649221694231
0%-19%;250;40.5127939185589, -8.45401358376811
20%-39%;630;41.8051286097584, -6.75964725340254
20%-39%;100;41.2583145357415, -7.30080709848741
40%-59%;250;38.6198767577724, -7.92541351411531
20%-39%;50;40.0212747008724, -8.31174262020779
20%-39%;50;40.3902225263222, -7.92579734030623
40%-59%;100;39.5999034331869, -8.94749573827855
80%-99%;160;39.4332827354902, -9.20479362842065
60%-79%;160;38.6968779025108, -9.43026511870522
40%-59%;500;38.7297684435251, -9.14750990145636
60%-79%;630;38.7516334871103, -9.14883861009193
40%-59%;630;38.7657383535874, -9.11082616095065
20%-39%;630;41.2155812652467, -8.28119086360159
40%-59%;100;41.5027331035461, -8.39387399613891
0%-19%;250;39.8510776621049, -7.52249548307179
20%-39%;400;40.1994944370773, -8.47852211202967
40%-59%;400;40.3138142950956, -8.74743918070133
60%-79%;100;39.7930932151363, -8.07432601100643
0%-19%;630;41.0246730683618, -8.64070024843993
20%-39%;160;39.3244957541211, -8.74049398930927
40%-59%;100;39.4420081057347, -8.56998291963417
40%-59%;100;41.5741151132389, -7.54376163027678
20%-39%;250;40.6378773092274, -7.91811319157792
20%-39%;400;40.3943534798563, -8.13451817278511
0%-19%;100;41.5150368389923, -8.71989099543029
40%-59%;400;41.4317044868817, -8.30383544167595
20%-39%;630;41.5571764932792, -8.42159293995051
40%-59%;50;40.5543538678144, -7.31879891236772
20%-39%;630;38.7106871296261, -9.12608783136477
20%-39%;630;39.743539316273, -8.79829451316266
40%-59%;500;38.7857644587483, -9.22162139476359
80%-99%;400;38.904853026076, -9.04737453805386
40%-59%;250;40.5482114380972, -8.71511947495395
0%-19%;250;37.5156545524019, -8.06240650431355
40%-59%;630;39.9146593550198, -7.45890586855995
